PR_Number,PR_Title,Comment,Sentiment,Score,Model
1805,rewind desktop app,"<img width=""1512"" alt=""Screenshot 2025-06-18 at 6 10 24 PM"" src=""https://github.com/user-attachments/assets/fcc84007-aff9-4010-9b01-849c7dc487a7"" />
<img width=""1512"" alt=""Screenshot 2025-06-18 at 6 10 20 PM"" src=""https://github.com/user-attachments/assets/381e05b0-5ecf-4811-9c8d-c619a1741102"" />


somehow super zoomed in ",neutral,0.7724085450172424,roberta_cardiff
1805,rewind desktop app,"there are a few issues in the onboarding but i think its same one known in screenpipe such as:
- most permissions randomly pop up at wrong timing (macos)
- screen stream does not show up 
- still facing issues with AI presets but idk
- shortcuts show ""Super"" which is weird on Mac (should be cmd)


overall its really great job, would love to ship this to all - also it's rly cool it can use the existing screenpipe data",neutral,0.4835251271724701,roberta_cardiff
1805,rewind desktop app,"<img width=""1512"" alt=""Screenshot 2025-06-19 at 4 48 44 PM"" src=""https://github.com/user-attachments/assets/67c00d29-382d-4933-ab9e-bf6f7e82f189"" />

not sure what changed, build crash for me now (when i open the app built with `bun tauri build`), maybe the window change ",neutral,0.8216541409492493,roberta_cardiff
1805,rewind desktop app,@louis030195 anything more to add to this pr? also could check if prev issues are fixed?,neutral,0.9210817217826843,roberta_cardiff
1805,rewind desktop app,"testing 

for anyone wanting to install this app right now:

do this or paste in cursor chat to do it for you:

```bash
gh pr checkout 1805
cargo build --release
cd openrewind
bun i
bun tauri build
# open the end build .dmg path
```",neutral,0.8596816658973694,roberta_cardiff
1805,rewind desktop app,"still crashing for me at start

since around [196d53e](https://github.com/mediar-ai/screenpipe/pull/1805/commits/196d53ec305ee7e4acb1f772489e1f503168bff1)",neutral,0.5220897793769836,roberta_cardiff
1805,rewind desktop app,"could try deleting existing app (settings,etc) and install the new one?
",neutral,0.8680574893951416,roberta_cardiff
1803,tabs,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1804)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7742250561714172,roberta_cardiff
1800,Added git-ls as a dependency in CONTRIBUTING.md,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1801)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7706099152565002,roberta_cardiff
1800,Added git-ls as a dependency in CONTRIBUTING.md,"I was setting up a local dev environment on macOS using the `CONTRIBUTING.md` when I found this PR.

**What is `git-ls`? Should it be `git-lfs`**?

```sh
> brew install git-ls
Warning: No available formula with the name ""git-ls"". Did you mean git-lfs, git-plus, git-ssh, g-ls, gitql or git-if?
```
",neutral,0.873284101486206,roberta_cardiff
1797,fix audio device randomly stopping sometimes,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1798)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7704182267189026,roberta_cardiff
1797,fix audio device randomly stopping sometimes,how did you reproduce it? @Anmol202005 ,neutral,0.9318338632583618,roberta_cardiff
1797,fix audio device randomly stopping sometimes,"i had high hope for this PR :D but ...

<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 36 06 PM"" src=""https://github.com/user-attachments/assets/84c904fc-49fb-4777-b5b0-5bf3dfec00ea"" />
<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 37 03 PM"" src=""https://github.com/user-attachments/assets/5702f61d-52ca-4829-9cad-ef3216eddde7"" />

<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 35 13 PM"" src=""https://github.com/user-attachments/assets/5a0824f4-c621-4af5-a8c3-5afcb1c14745"" />



interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)

but mic stopped working also then without error i think",positive,0.6620587110519409,roberta_cardiff
1797,fix audio device randomly stopping sometimes,"> interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> 
> but mic stopped working also then without error i think

@louis030195 
macOS can suspend audio when the system sleeps.
",neutral,0.6723420023918152,roberta_cardiff
1797,fix audio device randomly stopping sometimes,"> > interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> > but mic stopped working also then without error i think
> 
> @louis030195 macOS can suspend audio when the system sleeps.

so what's your solution?",neutral,0.6617298722267151,roberta_cardiff
1797,fix audio device randomly stopping sometimes,"> > > interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> > > but mic stopped working also then without error i think
> > 
> > @louis030195 macOS can suspend audio when the system sleeps.
> 
> so what's your solution?

You closed the wrong lid. 😳",neutral,0.6118928790092468,roberta_cardiff
1795,make pipe manager optional,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1796)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7766451835632324,roberta_cardiff
1790,Fix: Fix getting app icons on Linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1791)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7758243680000305,roberta_cardiff
1788,fix: ignore minimized windows during capture,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1789)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7699453830718994,roberta_cardiff
1788,fix: ignore minimized windows during capture,thx,positive,0.6683067679405212,roberta_cardiff
1786,fix: Stop pipes before stopping screenpipe sidecar,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1787)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7747480273246765,roberta_cardiff
1784,fix: force reload user data before pipe purchases to prevent stale cr…,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1785)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7728764414787292,roberta_cardiff
1784,fix: force reload user data before pipe purchases to prevent stale cr…,@louis030195 I found the issue and implemented the fix Please review the PR and let me know if changes are required.,neutral,0.8093494176864624,roberta_cardiff
1780,fix model download ux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1781)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.775264322757721,roberta_cardiff
1780,fix model download ux,/approve ,neutral,0.8669883012771606,roberta_cardiff
1773,Update README.md with a greeting,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1774)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7716604471206665,roberta_cardiff
1773,Update README.md with a greeting,"nice first contribution

maybe something else though, anything useful to mention in the readme?",positive,0.8316038846969604,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1767)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7764537334442139,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,@louis030195 is there anything more we need to do in this PR ?,neutral,0.9364848732948303,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,can you explain in plain english what does it test step by step? also if i understand correctly it will record the testing and upload to gh action?,neutral,0.942527174949646,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,this is rly good overall !,positive,0.9827510714530945,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"adding tip if you can make a second, additional, unit test using terminator SDK (only windows) - anyhow

since some users ask for using terminator for desktop app UI testing, curious if it's good / how it compare with existing webdriver solutions",neutral,0.7445138692855835,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"Hey @louis030195 — yep, you got it!

Here’s a plain-English breakdown of what the E2E test setup actually does:

* Sets up the environment to build a release version.
* Installs `tauri-driver` to automate the app during tests.
* Grabs the right version of Edge WebDriver to drive the app's built-in browser.
* Runs the test suite using WebdriverIO

  * The main test opens the app, skips onboarding, closes the changelogs popup, clicks the health icon, and checks that the app shows ""screenpipe is running smoothly.""

* While the tests run, a script (`record.js`) kicks off ffmpeg to record the desktop.

 * Starts recording at the beginning, stops at the end, and saves the video.

* Uploads the screen recording and test logs as artifacts to GitHub Actions.
* Also uploads the `.screenpipe` folder (which might have logs, DB files, or mp4s the app made during the test).


So yep — your understanding is spot on: the test is recorded, and the video gets uploaded for review!

Let me know if you want to tweak anything in the setup or if something seems off!
",neutral,0.5191826224327087,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"@louis030195 here is the video of our terminator based e2e test setup


https://github.com/user-attachments/assets/2f45023d-03de-4759-b4f3-44650fab1e86

I have kept it seperate and lightwight
as these does not require heavy things like wdio or playwright etc",neutral,0.8420424461364746,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"@louis030195 can you re-run the Window e2e test workflow job
there was a hiccup in Chocolatey installation
![image](https://github.com/user-attachments/assets/580c993a-e47f-4a2c-a196-d9c61ebcb19b)
",neutral,0.6777505278587341,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"this rly cool

```
|  …  -bor 3072; iex ((New-Object System.Net.WebClient).DownloadString('ht …
     |                ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     | Exception calling ""DownloadString"" with ""1"" argument(s): ""The remote server returned an error: (499) .""
```

just random server error?",positive,0.5029529333114624,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,"@louis030195 just added a fix for it
",neutral,0.6191571354866028,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,/approve ,neutral,0.8669883012771606,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,/tip $300 @divanshu-go ,neutral,0.8642794489860535,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,🎉🎈 @divanshu-go has been awarded **$300** by **Screenpi.pe**! 🎈🎊,positive,0.9690870046615601,roberta_cardiff
1766,feat(testing): add e2e test for windows and linux,amazing work ,positive,0.9756120443344116,roberta_cardiff
1764,Fix: Fixed Headphones/airpods configration issue,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1765)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7759812474250793,roberta_cardiff
1764,Fix: Fixed Headphones/airpods configration issue,/approve ,neutral,0.8669883012771606,roberta_cardiff
1764,Fix: Fixed Headphones/airpods configration issue,/tip $100 @Anmol202005 ,neutral,0.8322401642799377,roberta_cardiff
1764,Fix: Fixed Headphones/airpods configration issue,🎉🎈 @Anmol202005 has been awarded **$100** by **Screenpi.pe**! 🎈🎊,positive,0.9741277694702148,roberta_cardiff
1761,fix: tray icon not changing on failed health check,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1762)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7742618322372437,roberta_cardiff
1759,Update windows-integration-test.yml to upload .screenpipe folder,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1760)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7755686640739441,roberta_cardiff
1757,fix: keyboard shortcuts on windows,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1758)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7767091393470764,roberta_cardiff
1757,fix: keyboard shortcuts on windows,/approve ,neutral,0.8669883012771606,roberta_cardiff
1751,feat: add device_name in frame table and search query return,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1752)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7760909795761108,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1749)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.772655725479126,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@louis030195 
![image](https://github.com/user-attachments/assets/c13c4532-88b8-4af5-a63c-4f156fd99253)
",neutral,0.705505907535553,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"Link to the Build (Windows)
https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing",neutral,0.8227669596672058,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"> Link to the Build (Windows)
> https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing

Can I buy you coffee",neutral,0.8739742636680603,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@vasceannie Yes , 
https://buymeacoffee.com/divanshugo",neutral,0.6241781115531921,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@louis030195 https://github.com/mediar-ai/screenpipe/pull/1748/commits/fcbc4fdcaaa4b8b80c72beada600621048289f6b fixes the wrong design flow which assumed that even first time screenpipe user had completed their onboarding window and had pressed that start recording button
but some users dont complete the onboarding 
therefore we need to fix that",neutral,0.7851445078849792,roberta_cardiff
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@vasceannie  Here is the New build
https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing",neutral,0.7376604676246643,roberta_cardiff
1746,Fix: Add CLI port override and dynamic  fallback to  avoid conflicts on Windows,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1747)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7779514193534851,roberta_cardiff
1744,fix: CONTRIBUTING.md - windows part,"hey! thanks for the contribution. would you mind adding more details about: - what problem you're trying to solve - why this change is needed - any relevant context or screenshots
this helps us review and merge faster! 🚀
",positive,0.5871049165725708,roberta_cardiff
1744,fix: CONTRIBUTING.md - windows part,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1745)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7785544395446777,roberta_cardiff
1742,fix: CONTRIBUTING.md 's Windows Part,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1743)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7744722366333008,roberta_cardiff
1739,Add H1 and Pulse Badge,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1740)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.771136999130249,roberta_cardiff
1735,Create deploy.yml,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1736)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7736344337463379,roberta_cardiff
1735,Create deploy.yml,"this is wrong (like 2m light years from what we wanted to do)
",negative,0.8827056884765625,roberta_cardiff
1732,download old versions because of EGL issues on rolling release Linux Distros,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1733)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7765525579452515,roberta_cardiff
1732,download old versions because of EGL issues on rolling release Linux Distros,"@louis030195 

### Before

![image](https://github.com/user-attachments/assets/9ea9e7bf-6291-4a06-a858-514512202a2e)


### After

![image](https://github.com/user-attachments/assets/6d7a90e6-2fe9-4ef4-b838-5d12e65ec399)

",neutral,0.8087015151977539,roberta_cardiff
1732,download old versions because of EGL issues on rolling release Linux Distros,"/tip $200 @divanshu-go 

for the hackathon stuff we discussed on discord ",neutral,0.7899218201637268,roberta_cardiff
1732,download old versions because of EGL issues on rolling release Linux Distros,🎉🎈 @divanshu-go has been awarded **$200** by **Screenpi.pe**! 🎈🎊,positive,0.9689703583717346,roberta_cardiff
1729,remove unused Cargo.lock file from screenpipe-server,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1730)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7780286073684692,roberta_cardiff
1727,refactor: use core-graphics-helmer-fork instead of scap,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1728)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7753293514251709,roberta_cardiff
1727,refactor: use core-graphics-helmer-fork instead of scap,@louis030195 this reduces a lot of heavy crates on macos,positive,0.7304956316947937,roberta_cardiff
1724,enhance linux package installation process in pre_build.js,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1725)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7761793732643127,roberta_cardiff
1721,bump tauri to fix path resolution,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1722)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7749720811843872,roberta_cardiff
1721,bump tauri to fix path resolution,thx,positive,0.6683067679405212,roberta_cardiff
1719,document env variables in CLI reference,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1720)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",neutral,0.7690181732177734,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 as already said by @neo773 
in the following comment https://github.com/mediar-ai/screenpipe/pull/1447#issuecomment-2675243225

This is not the Right Approach !

as it  creates future maintenance burden, instead we should consolidate all the envs in a crate and reference it, then you can run codegen on the env.rs file to generate a markdown file.",neutral,0.5793135762214661,roberta_cardiff
1719,document env variables in CLI reference,You can ask @neo773 cause its his Idea,neutral,0.8071667551994324,roberta_cardiff
1719,document env variables in CLI reference,@divanshu-go maybe leave your suggestions,neutral,0.8927750587463379,roberta_cardiff
1719,document env variables in CLI reference,Feel free to work on this PR,neutral,0.6865493059158325,roberta_cardiff
1719,document env variables in CLI reference,"> Feel free to work on this PR

@neo773 I made a commit you saw that? Maybe you can leave a comment if its good or need changes

[#ca6001e](https://github.com/mediar-ai/screenpipe/pull/1719/commits/ca6001e77e77ca5573b62faa870ef9c0e786addf)",neutral,0.7503339648246765,roberta_cardiff
1719,document env variables in CLI reference,"
![image](https://github.com/user-attachments/assets/68d1c026-6429-41a4-aacb-a8b03b2a018b)

@Omar8345 Please resolve this mistake 

You have changed the permissions of these 2 files from `executable` --> `non-executable`

please remove them from your PR  as soon as possible

```bash
chmod 755 screenpipe-vision/bin/ui_monitor
chmod 755 screenpipe-vision/bin/ui_monitor-aarch64-apple-darwin
```

and then commit them",neutral,0.7456560134887695,roberta_cardiff
1719,document env variables in CLI reference,@divanshu-go done,neutral,0.8602292537689209,roberta_cardiff
1719,document env variables in CLI reference,@Omar8345 Also please Generate the Docs if your code can do that.,neutral,0.788390576839447,roberta_cardiff
1719,document env variables in CLI reference,"> @Omar8345 Also please Generate the Docs if your code can do that.

@divanshu-go just run it like by cd to the folder `screenpipe-cli-envs` and run the code, it'll populate the mdx file if you read the logic",neutral,0.8454688191413879,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 I'm just asking you to generate the docs and commit them.
",neutral,0.8173912763595581,roberta_cardiff
1719,document env variables in CLI reference,"@divanshu-go All good, just one question, `CUSTOM_DEEPGRAM_API_KEY` and `CUSTOM_DEEPGRAM_API_TOKEN` could you explain the use of those environment variables so I can document them or is that not needed because I usually see them used in tests?",neutral,0.8193286657333374,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 `CUSTOM_DEEPGRAM_API_TOKEN` is used in `screenpipe/screenpipe-audio/src/transcription/deepgram/mod.rs` so you should document it.

while `CUSTOM_DEEPGRAM_API_KEY`  can be dropped as it is used in test only , `screenpipe/screenpipe-audio/tests/realtime_test.rs` so there is no reason to document it.",neutral,0.836620569229126,roberta_cardiff
1719,document env variables in CLI reference,"@Omar8345 You changed the formatting of `screenpipe-app-tauri/tsconfig.json`
Please fix it.",negative,0.7498259544372559,roberta_cardiff
