PR_Number,PR_Title,Comment,Sentiment,Score
1808,fix: arbitrary file access during archive extraction zipslip on index,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1809)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955156445503235
1808,fix: arbitrary file access during archive extraction zipslip on index,"/bounty 500
/claim #1809 ",NEGATIVE,0.9488615393638611
1808,fix: arbitrary file access during archive extraction zipslip on index,"## 💎 $10 bounty [• Orange](https://algora.io/orangecurl)
### Steps to solve:
1. **Start working**: Comment `/attempt #1808` with your implementation plan
2. **Submit work**: Create a pull request including `/claim #1808` in the PR body to claim the bounty
3. **Receive payment**: 100% of the bounty is received 2-5 days post-reward. [Make sure you are eligible for payouts](https://algora.io/docs/payments#supported-countries-regions)

### ❗ Important guidelines:
- To claim a bounty, you need to **provide a short demo video** of your changes in your pull request
- If anything is unclear, **ask for clarification** before starting as this will help avoid potential rework
- Low quality AI PRs will not receive review and will be closed
- Do not ask to be assigned unless you've contributed before

Thank you for contributing to mediar-ai/screenpipe!",NEGATIVE,0.9932643175125122
1808,fix: arbitrary file access during archive extraction zipslip on index,/claim #1808,NEGATIVE,0.7655065655708313
1808,fix: arbitrary file access during archive extraction zipslip on index,/attempt #1808,NEGATIVE,0.9365589618682861
1805,rewind desktop app,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1806)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956504702568054
1805,rewind desktop app,how can i test it?,NEGATIVE,0.9984661340713501
1805,rewind desktop app,issue was happening randomly. the settings were not loaded from file. so it was showing default settings. to test try reloading page or relaunching app again again. if you see the settings in app are reset(don't change anything in settings). check the settings file. settings will still be there,NEGATIVE,0.995434582233429
1805,rewind desktop app,"@louis030195  Will the app be completely standalone, or will it share data with screenpipe-app? For example, if I have both screenpipe-app and rewind-app running on my PC, will the recording, resource and data be shared between them, or will they operate independently?",NEGATIVE,0.998992383480072
1805,rewind desktop app,"Hey, is testing still required? i can help",NEGATIVE,0.9767956733703613
1805,rewind desktop app,"> @louis030195 Will the app be completely standalone, or will it share data with screenpipe-app? For example, if I have both screenpipe-app and rewind-app running on my PC, will the recording, resource and data be shared between them, or will they operate independently?

hmm

i think it would make sense to be shared 

tricky part is to check to avoid conflict, having two times the recorder in parallel 

",NEGATIVE,0.9982216954231262
1805,rewind desktop app,"> Hey, is testing still required? i can help

later probably yes ",NEGATIVE,0.9183186888694763
1805,rewind desktop app,"also wdyt of making this in the same folder than the existing tauri app, but during build time it would enable / disable specific feature in rust side / js side / show different UI?

been considering this path too 

and in CI/cd it would build 2 apps 

one advantage is to keep the same code for rewind and stuff, not sure easier to maintain?

",NEGATIVE,0.9966180920600891
1805,rewind desktop app,"it could get more complex and code will be messy since we mixing two apps, also there is risk of breaking one app  while working on another.",NEGATIVE,0.9997460246086121
1805,rewind desktop app,"<img width=""1512"" alt=""Screenshot 2025-06-18 at 6 10 24 PM"" src=""https://github.com/user-attachments/assets/fcc84007-aff9-4010-9b01-849c7dc487a7"" />
<img width=""1512"" alt=""Screenshot 2025-06-18 at 6 10 20 PM"" src=""https://github.com/user-attachments/assets/381e05b0-5ecf-4811-9c8d-c619a1741102"" />


somehow super zoomed in ",NEGATIVE,0.9912108182907104
1805,rewind desktop app,"there are a few issues in the onboarding but i think its same one known in screenpipe such as:
- most permissions randomly pop up at wrong timing (macos)
- screen stream does not show up 
- still facing issues with AI presets but idk
- shortcuts show ""Super"" which is weird on Mac (should be cmd)


overall its really great job, would love to ship this to all - also it's rly cool it can use the existing screenpipe data",POSITIVE,0.5495395660400391
1805,rewind desktop app,"<img width=""1512"" alt=""Screenshot 2025-06-19 at 4 48 44 PM"" src=""https://github.com/user-attachments/assets/67c00d29-382d-4933-ab9e-bf6f7e82f189"" />

not sure what changed, build crash for me now (when i open the app built with `bun tauri build`), maybe the window change ",NEGATIVE,0.9990677237510681
1805,rewind desktop app,@louis030195 anything more to add to this pr? also could check if prev issues are fixed?,NEGATIVE,0.9974358677864075
1805,rewind desktop app,"testing 

for anyone wanting to install this app right now:

do this or paste in cursor chat to do it for you:

```bash
gh pr checkout 1805
cargo build --release
cd openrewind
bun i
bun tauri build
# open the end build .dmg path
```",NEGATIVE,0.9984000325202942
1805,rewind desktop app,"still crashing for me at start

since around [196d53e](https://github.com/mediar-ai/screenpipe/pull/1805/commits/196d53ec305ee7e4acb1f772489e1f503168bff1)",NEGATIVE,0.9973686933517456
1805,rewind desktop app,"could try deleting existing app (settings,etc) and install the new one?
",NEGATIVE,0.9995300769805908
1803,tabs,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1804)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954355359077454
1800,Added git-ls as a dependency in CONTRIBUTING.md,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1801)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954062700271606
1800,Added git-ls as a dependency in CONTRIBUTING.md,"I was setting up a local dev environment on macOS using the `CONTRIBUTING.md` when I found this PR.

**What is `git-ls`? Should it be `git-lfs`**?

```sh
> brew install git-ls
Warning: No available formula with the name ""git-ls"". Did you mean git-lfs, git-plus, git-ssh, g-ls, gitql or git-if?
```
",NEGATIVE,0.9996252059936523
1797,fix audio device randomly stopping sometimes,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1798)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952709078788757
1797,fix audio device randomly stopping sometimes,how did you reproduce it? @Anmol202005 ,NEGATIVE,0.9951655864715576
1797,fix audio device randomly stopping sometimes,"i had high hope for this PR :D but ...

<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 36 06 PM"" src=""https://github.com/user-attachments/assets/84c904fc-49fb-4777-b5b0-5bf3dfec00ea"" />
<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 37 03 PM"" src=""https://github.com/user-attachments/assets/5702f61d-52ca-4829-9cad-ef3216eddde7"" />

<img width=""1512"" alt=""Screenshot 2025-05-22 at 7 35 13 PM"" src=""https://github.com/user-attachments/assets/5a0824f4-c621-4af5-a8c3-5afcb1c14745"" />



interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)

but mic stopped working also then without error i think",NEGATIVE,0.6283218264579773
1797,fix audio device randomly stopping sometimes,"> interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> 
> but mic stopped working also then without error i think

@louis030195 
macOS can suspend audio when the system sleeps.
",NEGATIVE,0.9990894794464111
1797,fix audio device randomly stopping sometimes,"> > interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> > but mic stopped working also then without error i think
> 
> @louis030195 macOS can suspend audio when the system sleeps.

so what's your solution?",NEGATIVE,0.9988901019096375
1797,fix audio device randomly stopping sometimes,"> > > interesting here ... i was in a store and walking around with mac open then went to toilet closed the lid then it crashed (display audio seems)
> > > but mic stopped working also then without error i think
> > 
> > @louis030195 macOS can suspend audio when the system sleeps.
> 
> so what's your solution?

You closed the wrong lid. 😳",NEGATIVE,0.9991719722747803
1795,make pipe manager optional,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1796)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955213069915771
1790,Fix: Fix getting app icons on Linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1791)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956232905387878
1788,fix: ignore minimized windows during capture,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1789)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952918291091919
1788,fix: ignore minimized windows during capture,thx,POSITIVE,0.5395302772521973
1786,fix: Stop pipes before stopping screenpipe sidecar,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1787)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952540397644043
1784,fix: force reload user data before pipe purchases to prevent stale cr…,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1785)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9951983094215393
1784,fix: force reload user data before pipe purchases to prevent stale cr…,@louis030195 I found the issue and implemented the fix Please review the PR and let me know if changes are required.,NEGATIVE,0.9589763283729553
1780,fix model download ux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1781)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952934384346008
1780,fix model download ux,/approve ,POSITIVE,0.9953932762145996
1773,Update README.md with a greeting,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1774)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955049157142639
1773,Update README.md with a greeting,"nice first contribution

maybe something else though, anything useful to mention in the readme?",POSITIVE,0.5835235118865967
1766,feat(testing): add e2e test for windows and linux,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1767)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9959704875946045
1766,feat(testing): add e2e test for windows and linux,@louis030195 is there anything more we need to do in this PR ?,NEGATIVE,0.9986391663551331
1766,feat(testing): add e2e test for windows and linux,can you explain in plain english what does it test step by step? also if i understand correctly it will record the testing and upload to gh action?,NEGATIVE,0.9937815070152283
1766,feat(testing): add e2e test for windows and linux,this is rly good overall !,POSITIVE,0.9998583793640137
1766,feat(testing): add e2e test for windows and linux,"adding tip if you can make a second, additional, unit test using terminator SDK (only windows) - anyhow

since some users ask for using terminator for desktop app UI testing, curious if it's good / how it compare with existing webdriver solutions",NEGATIVE,0.9942033886909485
1766,feat(testing): add e2e test for windows and linux,"Hey @louis030195 — yep, you got it!

Here’s a plain-English breakdown of what the E2E test setup actually does:

* Sets up the environment to build a release version.
* Installs `tauri-driver` to automate the app during tests.
* Grabs the right version of Edge WebDriver to drive the app's built-in browser.
* Runs the test suite using WebdriverIO

  * The main test opens the app, skips onboarding, closes the changelogs popup, clicks the health icon, and checks that the app shows ""screenpipe is running smoothly.""

* While the tests run, a script (`record.js`) kicks off ffmpeg to record the desktop.

 * Starts recording at the beginning, stops at the end, and saves the video.

* Uploads the screen recording and test logs as artifacts to GitHub Actions.
* Also uploads the `.screenpipe` folder (which might have logs, DB files, or mp4s the app made during the test).


So yep — your understanding is spot on: the test is recorded, and the video gets uploaded for review!

Let me know if you want to tweak anything in the setup or if something seems off!
",NEGATIVE,0.9979591369628906
1766,feat(testing): add e2e test for windows and linux,"@louis030195 here is the video of our terminator based e2e test setup


https://github.com/user-attachments/assets/2f45023d-03de-4759-b4f3-44650fab1e86

I have kept it seperate and lightwight
as these does not require heavy things like wdio or playwright etc",NEGATIVE,0.9807838797569275
1766,feat(testing): add e2e test for windows and linux,"@louis030195 can you re-run the Window e2e test workflow job
there was a hiccup in Chocolatey installation
![image](https://github.com/user-attachments/assets/580c993a-e47f-4a2c-a196-d9c61ebcb19b)
",NEGATIVE,0.9981536269187927
1766,feat(testing): add e2e test for windows and linux,"this rly cool

```
|  …  -bor 3072; iex ((New-Object System.Net.WebClient).DownloadString('ht …
     |                ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
     | Exception calling ""DownloadString"" with ""1"" argument(s): ""The remote server returned an error: (499) .""
```

just random server error?",NEGATIVE,0.9749796390533447
1766,feat(testing): add e2e test for windows and linux,"@louis030195 just added a fix for it
",NEGATIVE,0.980510413646698
1766,feat(testing): add e2e test for windows and linux,/approve ,POSITIVE,0.9953932762145996
1766,feat(testing): add e2e test for windows and linux,/tip $300 @divanshu-go ,NEGATIVE,0.9524500966072083
1766,feat(testing): add e2e test for windows and linux,🎉🎈 @divanshu-go has been awarded **$300** by **Screenpi.pe**! 🎈🎊,POSITIVE,0.7837188243865967
1766,feat(testing): add e2e test for windows and linux,amazing work ,POSITIVE,0.9998739957809448
1764,Fix: Fixed Headphones/airpods configration issue,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1765)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956133365631104
1764,Fix: Fixed Headphones/airpods configration issue,/approve ,POSITIVE,0.9953932762145996
1764,Fix: Fixed Headphones/airpods configration issue,/tip $100 @Anmol202005 ,NEGATIVE,0.9786754250526428
1764,Fix: Fixed Headphones/airpods configration issue,🎉🎈 @Anmol202005 has been awarded **$100** by **Screenpi.pe**! 🎈🎊,POSITIVE,0.6196733713150024
1761,fix: tray icon not changing on failed health check,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1762)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955756664276123
1759,Update windows-integration-test.yml to upload .screenpipe folder,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1760)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956421852111816
1757,fix: keyboard shortcuts on windows,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1758)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9958122372627258
1757,fix: keyboard shortcuts on windows,/approve ,POSITIVE,0.9953932762145996
1751,feat: add device_name in frame table and search query return,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1752)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9952996969223022
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1749)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954646229743958
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@louis030195 
![image](https://github.com/user-attachments/assets/c13c4532-88b8-4af5-a63c-4f156fd99253)
",NEGATIVE,0.9795262813568115
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"Link to the Build (Windows)
https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing",NEGATIVE,0.9939707517623901
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"> Link to the Build (Windows)
> https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing

Can I buy you coffee",NEGATIVE,0.9925432205200195
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@vasceannie Yes , 
https://buymeacoffee.com/divanshugo",NEGATIVE,0.9543871879577637
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@louis030195 https://github.com/mediar-ai/screenpipe/pull/1748/commits/fcbc4fdcaaa4b8b80c72beada600621048289f6b fixes the wrong design flow which assumed that even first time screenpipe user had completed their onboarding window and had pressed that start recording button
but some users dont complete the onboarding 
therefore we need to fix that",NEGATIVE,0.99930739402771
1748,fix: screenpipe not working due to IPv6 port and wrong design flow,"@vasceannie  Here is the New build
https://drive.google.com/file/d/10pB8JfVQZmPVbuPAd1x_H-bkxZdVdQQo/view?usp=sharing",NEGATIVE,0.9961950778961182
1746,Fix: Add CLI port override and dynamic  fallback to  avoid conflicts on Windows,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1747)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954363703727722
1744,fix: CONTRIBUTING.md - windows part,"hey! thanks for the contribution. would you mind adding more details about: - what problem you're trying to solve - why this change is needed - any relevant context or screenshots
this helps us review and merge faster! 🚀
",POSITIVE,0.9973158240318298
1744,fix: CONTRIBUTING.md - windows part,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1745)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955188035964966
1742,fix: CONTRIBUTING.md 's Windows Part,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1743)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954773783683777
1739,Add H1 and Pulse Badge,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1740)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9953693747520447
1735,Create deploy.yml,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1736)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954908490180969
1735,Create deploy.yml,"this is wrong (like 2m light years from what we wanted to do)
",NEGATIVE,0.999625563621521
1732,download old versions because of EGL issues on rolling release Linux Distros,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1733)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954864382743835
1732,download old versions because of EGL issues on rolling release Linux Distros,"@louis030195 

### Before

![image](https://github.com/user-attachments/assets/9ea9e7bf-6291-4a06-a858-514512202a2e)


### After

![image](https://github.com/user-attachments/assets/6d7a90e6-2fe9-4ef4-b838-5d12e65ec399)

",NEGATIVE,0.9962033629417419
1732,download old versions because of EGL issues on rolling release Linux Distros,"/tip $200 @divanshu-go 

for the hackathon stuff we discussed on discord ",NEGATIVE,0.9969573020935059
1732,download old versions because of EGL issues on rolling release Linux Distros,🎉🎈 @divanshu-go has been awarded **$200** by **Screenpi.pe**! 🎈🎊,POSITIVE,0.6128408312797546
1729,remove unused Cargo.lock file from screenpipe-server,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1730)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9955360889434814
1727,refactor: use core-graphics-helmer-fork instead of scap,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1728)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9957966804504395
1727,refactor: use core-graphics-helmer-fork instead of scap,@louis030195 this reduces a lot of heavy crates on macos,NEGATIVE,0.9958643913269043
1724,enhance linux package installation process in pre_build.js,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1725)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9956467747688293
1721,bump tauri to fix path resolution,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1722)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954185485839844
1721,bump tauri to fix path resolution,thx,POSITIVE,0.5395302772521973
1719,document env variables in CLI reference,"
## 🧪 testing bounty created!

a testing bounty has been created for this PR: [view testing issue](https://github.com/mediar-ai/screenpipe/issues/1720)

testers will be awarded $20 each for providing quality test reports. please check the issue for testing requirements.
",NEGATIVE,0.9954132437705994
1719,document env variables in CLI reference,"@Omar8345 as already said by @neo773 
in the following comment https://github.com/mediar-ai/screenpipe/pull/1447#issuecomment-2675243225

This is not the Right Approach !

as it  creates future maintenance burden, instead we should consolidate all the envs in a crate and reference it, then you can run codegen on the env.rs file to generate a markdown file.",NEGATIVE,0.9997825026512146
1719,document env variables in CLI reference,You can ask @neo773 cause its his Idea,NEGATIVE,0.9793533682823181
1719,document env variables in CLI reference,@divanshu-go maybe leave your suggestions,NEGATIVE,0.9940664768218994
1719,document env variables in CLI reference,Feel free to work on this PR,POSITIVE,0.9864811897277832
1719,document env variables in CLI reference,"> Feel free to work on this PR

@neo773 I made a commit you saw that? Maybe you can leave a comment if its good or need changes

[#ca6001e](https://github.com/mediar-ai/screenpipe/pull/1719/commits/ca6001e77e77ca5573b62faa870ef9c0e786addf)",NEGATIVE,0.996422290802002
1719,document env variables in CLI reference,"
![image](https://github.com/user-attachments/assets/68d1c026-6429-41a4-aacb-a8b03b2a018b)

@Omar8345 Please resolve this mistake 

You have changed the permissions of these 2 files from `executable` --> `non-executable`

please remove them from your PR  as soon as possible

```bash
chmod 755 screenpipe-vision/bin/ui_monitor
chmod 755 screenpipe-vision/bin/ui_monitor-aarch64-apple-darwin
```

and then commit them",NEGATIVE,0.9996875524520874
1719,document env variables in CLI reference,@divanshu-go done,POSITIVE,0.6932648420333862
1719,document env variables in CLI reference,@Omar8345 Also please Generate the Docs if your code can do that.,NEGATIVE,0.868291437625885
1719,document env variables in CLI reference,"> @Omar8345 Also please Generate the Docs if your code can do that.

@divanshu-go just run it like by cd to the folder `screenpipe-cli-envs` and run the code, it'll populate the mdx file if you read the logic",NEGATIVE,0.9934558272361755
1719,document env variables in CLI reference,"@Omar8345 I'm just asking you to generate the docs and commit them.
",POSITIVE,0.7036746144294739
1719,document env variables in CLI reference,"@divanshu-go All good, just one question, `CUSTOM_DEEPGRAM_API_KEY` and `CUSTOM_DEEPGRAM_API_TOKEN` could you explain the use of those environment variables so I can document them or is that not needed because I usually see them used in tests?",NEGATIVE,0.5759537220001221
1719,document env variables in CLI reference,"@Omar8345 `CUSTOM_DEEPGRAM_API_TOKEN` is used in `screenpipe/screenpipe-audio/src/transcription/deepgram/mod.rs` so you should document it.

while `CUSTOM_DEEPGRAM_API_KEY`  can be dropped as it is used in test only , `screenpipe/screenpipe-audio/tests/realtime_test.rs` so there is no reason to document it.",NEGATIVE,0.9997867941856384
1719,document env variables in CLI reference,"@Omar8345 You changed the formatting of `screenpipe-app-tauri/tsconfig.json`
Please fix it.",NEGATIVE,0.9981479644775391
1719,document env variables in CLI reference,"> @Omar8345 You changed the formatting of `screenpipe-app-tauri/tsconfig.json` Please fix it.

oh god my prettifier thingy lmao",NEGATIVE,0.9978649020195007
1719,document env variables in CLI reference,"@divanshu-go `CUSTOM_DEEPGRAM_API_TOKEN` this is optional, only required when using Deepgram for live transcription uhm?",NEGATIVE,0.9971039891242981
1719,document env variables in CLI reference,@Omar8345 yes !,POSITIVE,0.9965419173240662
1719,document env variables in CLI reference,"@divanshu-go done :heart: - sorry for the trouble as I'm not used to OSS contributing because I rarely do so & I'm new to screenpipe, love the software tho

also do you have any idea if payouts to PayPal is possible since Algora needs Stripe & I don't have it - please confirm with me before proceeding with bounty",NEGATIVE,0.9857596755027771
1719,document env variables in CLI reference,@divanshu-go please let me know if there's something more,POSITIVE,0.6119739413261414
1719,document env variables in CLI reference,"@divanshu-go Fixed it, I used a comment in MDX (`{/* ENVIRONMENT VARIABLES WILL AUTOMATICALLY POPULATE HERE */}`) which will surround the populated text so it knows where to replace the new text. I tested it and it's good.",POSITIVE,0.9995027780532837
